review,rating,date,bank,source
"User friendly, lots of options for full banking experience through the App.",5,2025-06-04,Bank of America,Google Play Store
Excellent performance,5,2025-06-04,Bank of America,Google Play Store
good service,4,2025-06-04,Bank of America,Google Play Store
"The best app as of right now I have never had a problem, update 2022 still the best app and bank for me.... here it is, 2025. still going strong, no problems at all......",5,2025-06-04,Bank of America,Google Play Store
Easy and practical online banking App.,5,2025-06-04,Bank of America,Google Play Store
"when you do the ""slide"" yo redeem it doesn't always apply have to repeat procedure multiple times to get a confermation!!!!!",1,2025-06-04,Bank of America,Google Play Store
this app was very difficult to maneuver. the issue I have was not resolved and there was no contact number for me to call,1,2025-06-04,Bank of America,Google Play Store
Awesome!!!,5,2025-06-04,Bank of America,Google Play Store
it doesn't work for my phone!!!!!,1,2025-06-04,Bank of America,Google Play Store
Nice and easy to navigate.,5,2025-06-04,Bank of America,Google Play Store
very user-friendly. I get to pay all of my bills in minutes.,5,2025-06-04,Bank of America,Google Play Store
Love the convenience of this app!,5,2025-06-04,Bank of America,Google Play Store
good customer service,5,2025-06-04,Bank of America,Google Play Store
Accurate as ever!!! Excellent!!!,5,2025-06-04,Bank of America,Google Play Store
okay for purpose,5,2025-06-04,Bank of America,Google Play Store
very easy to work with!,5,2025-06-04,Bank of America,Google Play Store
"good app, no bugs so far",5,2025-06-04,Bank of America,Google Play Store
very good service and easy to use,5,2025-06-04,Bank of America,Google Play Store
awesome,5,2025-06-04,Bank of America,Google Play Store
"Convenient and easy to navigate. However, it does not provide an option to add my preexisting Bank of America credit card account. Why will this app not let me add any preexisting Bank of America credit cards so that I can manage my credit card transactions?",4,2025-06-04,Bank of America,Google Play Store
Awesome online service.,5,2025-06-04,Bank of America,Google Play Store
great 👍🏾,5,2025-06-04,Bank of America,Google Play Store
"Easy to review balance, debits & credits.",5,2025-06-04,Bank of America,Google Play Store
never have any problems,5,2025-06-04,Bank of America,Google Play Store
Says isn't compatible with my $2000 RED Hydrogen 1.,1,2025-06-04,Bank of America,Google Play Store
very user friendly,5,2025-06-04,Bank of America,Google Play Store
BofA makes One Want To Change Banks Fantastic Service One Fine Bank ! ⭐⭐⭐⭐⭐,5,2025-06-04,Bank of America,Google Play Store
"website is perfect, fast and secure",5,2025-06-04,Bank of America,Google Play Store
"My experience with Bank of America staff members has always been beyond words! They always assist their customers, making them feel appreciated!",5,2025-06-04,Bank of America,Google Play Store
user friendly and easy access.,5,2025-06-04,Bank of America,Google Play Store
"easy, good",5,2025-06-04,Bank of America,Google Play Store
accessible and fast to do business,5,2025-06-04,Bank of America,Google Play Store
"Missing features that are online. EDIT: Today, ur app told me to buy a new phone. Pretty sure I'll choose to find a new bank. Look up when I opened my accts if you can. you'll see why I'm sick of being treated like excrement. Is there less than 0? LOL I can still no longer access my accounts via my phone, so I'll be moving all of my BoA accounts after decades. Monahan needs to retire. Therefore, you leave me no",1,2025-06-04,Bank of America,Google Play Store
easy to use and instructions and transfers made with ease.,5,2025-06-04,Bank of America,Google Play Store
I can't complain from my usage is great 👍🏼,5,2025-06-04,Bank of America,Google Play Store
Always wonderful 😊💯 Thanks,5,2025-06-04,Bank of America,Google Play Store
"Can't get rid of messages already viewed. Open emails/notes, can't figure out what info is there. Not a good app, need to go to the web site to do anything easily.",3,2025-06-04,Bank of America,Google Play Store
"Thank you Bank of America, people are so professional and helpful.",5,2025-06-04,Bank of America,Google Play Store
my experience has been good. I would like for a faster response when money is added or deducted from my accounts.,4,2025-06-04,Bank of America,Google Play Store
The app functioned reasonably well. Unfortunately it is no longer compatible with my device. I am not going to buy a new phone just to use this app. Very disappointed.,2,2025-06-04,Bank of America,Google Play Store
i like it a lot! thanks,5,2025-06-04,Bank of America,Google Play Store
"the instructions for this update of my regular app is totally confusing and virtually meaningless. also the menu to get to the dashboard was initially confusing when that showed up earlier this year . . I supposedly updated the app using the menus that are provided, and before the app completely opened I got a return of the update message so I click update again and there is no place on the next menu to do the update Plus I cannot determine how to go to the update from the Play Store directly",2,2025-06-04,Bank of America,Google Play Store
very efficient,5,2025-06-04,Bank of America,Google Play Store
it was awesome!,5,2025-06-04,Bank of America,Google Play Store
very good 👍,5,2025-06-04,Bank of America,Google Play Store
I appreciate the timely balance notices! They help me prevent crises🙂,4,2025-06-04,Bank of America,Google Play Store
Ease of use is excellent 👍,5,2025-06-04,Bank of America,Google Play Store
excellent service,5,2025-06-04,Bank of America,Google Play Store
"love the app! feels safe as well after 10yrs, knock on wood!",5,2025-06-04,Bank of America,Google Play Store
excellence functionality,5,2025-06-04,Bank of America,Google Play Store
"One of the best banking apps I know of. Feels safe, secure and gives me all the info I need. I love this app.",5,2025-06-04,Bank of America,Google Play Store
convenience,5,2025-06-04,Bank of America,Google Play Store
"User friendly, fast, never hangs. I can't ask for more.",5,2025-06-04,Bank of America,Google Play Store
I do love the ability to send or receive monies and check my account. security is on point also.,4,2025-06-04,Bank of America,Google Play Store
so many features missing from the desk top version. whomever wrote this mess really did a terrible job.,1,2025-06-04,Bank of America,Google Play Store
GREAT!,5,2025-06-04,Bank of America,Google Play Store
very fast and easy to use,5,2025-06-04,Bank of America,Google Play Store
"ibeen with BOA Since 2014 It's great bank,any where any Time. thanks BOA",5,2025-06-04,Bank of America,Google Play Store
very good vibes the help is so good no complaints on my side at all very accurate,5,2025-06-04,Bank of America,Google Play Store
"Always Available Without Any Questions Or Problem, Thanks",5,2025-06-04,Bank of America,Google Play Store
Easy to use and accurate.,5,2025-06-04,Bank of America,Google Play Store
This app is no longer compatible with my Samsung tablet?wth?,1,2025-06-03,Bank of America,Google Play Store
exelente,5,2025-06-03,Bank of America,Google Play Store
"did all that I needed, securely !",5,2025-06-03,Bank of America,Google Play Store
it does most everything that I need without going to the bank,5,2025-06-03,Bank of America,Google Play Store
to time consuming-do not like. Can we get the old format back,1,2025-06-03,Bank of America,Google Play Store
easy,5,2025-06-03,Bank of America,Google Play Store
very easy,5,2025-06-03,Bank of America,Google Play Store
I love this option. I am handicapped and being able to deposit checks while setting at my desk at home is perfect for me. there's no struggling to get in or out of my car.,5,2025-06-03,Bank of America,Google Play Store
"My financial life experience with BofA for the last 50+ years has been...a safe...mind relaxing...trustworthy one, indeed! Thank You.",5,2025-06-03,Bank of America,Google Play Store
yall help me so nice,5,2025-06-03,Bank of America,Google Play Store
It's easy and fast to use I'm a customer for over 10 yeas,5,2025-06-03,Bank of America,Google Play Store
"Easy app to view account balances, make payments and stay in touch with your finances.",5,2025-06-03,Bank of America,Google Play Store
Still love BoA so far. Still here,5,2025-06-03,Bank of America,Google Play Store
very convenient and reliable,5,2025-06-03,Bank of America,Google Play Store
very quick,5,2025-06-03,Bank of America,Google Play Store
Bank of America is a great app,5,2025-06-03,Bank of America,Google Play Store
Great,5,2025-06-03,Bank of America,Google Play Store
I'm 68 yrs old and this app is so easy and understanding.,5,2025-06-03,Bank of America,Google Play Store
great thanks,5,2025-06-03,Bank of America,Google Play Store
the app works GREAT for me never had any problems,5,2025-06-03,Bank of America,Google Play Store
all good 👍,5,2025-06-03,Bank of America,Google Play Store
Love the convince and access of the site!,5,2025-06-03,Bank of America,Google Play Store
"Couldn't be better ! So easy to use, even for an old guy like me !!!!",5,2025-06-03,Bank of America,Google Play Store
love it,5,2025-06-03,Bank of America,Google Play Store
fas and very convenient for all my transactions. thank you.,5,2025-06-03,Bank of America,Google Play Store
"My previous review when I had the opportunity to use the app for the first 6 months from installation. That review mentioned problems with the biometric sign-in, not always usable. Since then, they have done some updates, and that problem had been rectified. Now I now find the app runs smoothly with no real hiccups.",5,2025-06-03,Bank of America,Google Play Store
Easy to get around and find what you want,5,2025-06-03,Bank of America,Google Play Store
"I have been a customer of Fleet since 1996, then it rolled into B of A. To the year 2025, I have never been happier with a Bank. If I needed any kind of help they where there for me. I enjoy using their App 👏👏👏👏👍👌. Very user friendly, I can get anything I need through the App, even get support. Very Happy Customer Since 1996, 👍",5,2025-06-03,Bank of America,Google Play Store
Always good,5,2025-06-03,Bank of America,Google Play Store
love the bank,5,2025-06-03,Bank of America,Google Play Store
Very easy!,5,2025-06-03,Bank of America,Google Play Store
Always been great app for me,5,2025-06-03,Bank of America,Google Play Store
it is very good and easy to use,5,2025-06-03,Bank of America,Google Play Store
Easy to work on.,5,2025-06-03,Bank of America,Google Play Store
Great 👍,5,2025-06-03,Bank of America,Google Play Store
its ok,5,2025-06-03,Bank of America,Google Play Store
Well laid out and easy to use!,5,2025-06-03,Bank of America,Google Play Store
it's a great convenience 😜,1,2025-06-03,Bank of America,Google Play Store
excellent as always,5,2025-06-03,Bank of America,Google Play Store
Best bank,5,2025-06-03,Bank of America,Google Play Store
my experience is very satisfying with Bank of America,5,2025-06-03,Bank of America,Google Play Store
"Update: security is very good, but When you get notifications regarding anything and you click it, it will open the app and show you nothing after login. That doesn't make sense Zelle search takes an awful time and makes the app unresponsive for 15secs or more. Is probably bc sync operation with Zelle db",3,2025-06-03,Bank of America,Google Play Store
Great App. Like it...,5,2025-06-03,Bank of America,Google Play Store
always good and a pleasure to be able to have transactions of this nature. a great service provided for anyone and the general public. thank you.,5,2025-06-03,Bank of America,Google Play Store
I have no problems. Which is very nice.,5,2025-06-03,Bank of America,Google Play Store
Great to have 🤙🏾,5,2025-06-03,Bank of America,Google Play Store
I do my banking on line. Easy to use and very clear about information Still easy to use and consistently available.,5,2025-06-03,Bank of America,Google Play Store
good awesome great customer service.,5,2025-06-03,Bank of America,Google Play Store
👍,5,2025-06-03,Bank of America,Google Play Store
"Edit 6/03/2025... it's been 10 years now! app works well actually on Sam S23+ OneUI7, but the thing that needs fixing is editing transax names for checking account items - used to work as expected but for the past year there's a ""no transaction token"" which kills the edit (editing works fine on computer). only other gripe is that it's nearly impossible to find link for Locations on this app. sure G-Maps works but you'd think it would be better on the native app.... but other than these, 92/100",4,2025-06-03,Bank of America,Google Play Store
"This app has always worked well for me. However, just recently, had some fraudulent activity. For that reason, I had to order a new card. The problem is that they didn't give me access to a virtual card or digital wallet, so I'm having some difficulty accessing my account. I'm sure it will be cleared up soon. One other issue is that I attempted to send money through Zelle and it failed whoch was shown in my account. Just recently I checked and it showed that it went through, but still hadn't.",4,2025-06-03,Bank of America,Google Play Store
Very useful.,5,2025-06-03,Bank of America,Google Play Store
generally problem free!!,5,2025-06-03,Bank of America,Google Play Store
very easy to use 👌,5,2025-06-03,Bank of America,Google Play Store
certified,5,2025-06-07,Wells Fargo,Google Play Store
your software needs improvement. could not recognize the number,3,2025-06-07,Wells Fargo,Google Play Store
ez and secure,4,2025-06-07,Wells Fargo,Google Play Store
very insightful,5,2025-06-07,Wells Fargo,Google Play Store
number one bank,5,2025-06-07,Wells Fargo,Google Play Store
wells Fargo is the best 👌,5,2025-06-07,Wells Fargo,Google Play Store
this was a very convenient and easy way to deposit my check,5,2025-06-07,Wells Fargo,Google Play Store
new to Zelle but I think its gonna be great !!,5,2025-06-07,Wells Fargo,Google Play Store
Have used Wells Fargo for years. My favorite bank!,5,2025-06-07,Wells Fargo,Google Play Store
very convenient,5,2025-06-07,Wells Fargo,Google Play Store
Great banking,5,2025-06-07,Wells Fargo,Google Play Store
GREAT BANK!!! CUSTOMER SERVICE IS EXCELLENT!!!,5,2025-06-07,Wells Fargo,Google Play Store
great phone cust service,4,2025-06-06,Wells Fargo,Google Play Store
the app changed my mobile number so now I cannot sign on anymore,1,2025-06-06,Wells Fargo,Google Play Store
Glenda was amazing.,5,2025-06-06,Wells Fargo,Google Play Store
I agree,5,2025-06-06,Wells Fargo,Google Play Store
"automatic biometric authentication is broken in the latest release (not available after the app starts, but the button appears after a relatively long delay) Print a pancake recipe if you are not a live human being",1,2025-06-06,Wells Fargo,Google Play Store
"canceling my account tomorrow 6-7-25. had them a couple months now. worst mistake is thinking there for the clients, no there just for a paycheck. I setup due to the online check cashing, just to find out they hold you're check on top of that charge you 10$ month fee. I'm sorry but if I'm paying 10$ a month and cashing payroll checks that our yalls and personal checks I shouldn't be waiting on my money. I sure shouldn't had $60 a month in late fees last month and now again this month. due to yal",1,2025-06-06,Wells Fargo,Google Play Store
Excellent bank,5,2025-06-06,Wells Fargo,Google Play Store
"I've had a bad experience with this app. I check my account every day, in every payment when it has been done and if the quantity was adjusted correctly, but for any weird reason my payments done almost a week before appear as current removing current quantity, when I'm pretty sure it had already adjusted before. it's a unsecure management in my money, so now, I can't trust in the amount shown in system. or they're stealing my money since the bank is changing the transactions order to confuse me",1,2025-06-06,Wells Fargo,Google Play Store
easy!,5,2025-06-06,Wells Fargo,Google Play Store
"I bank with Wells Fargo and I believe it's just Bank is deceptive and will not assist you when scam occurs in your account. Wells Fargo violated Fidelity in my account and my initial request for security in their Bank by allowing someone else to get into my account and took $898 out of my account for the first 5 days of May this year, on May 6th I filed a claim and they denied it on May the 15th. 2025when the bank is the one who violates security in my account",1,2025-06-06,Wells Fargo,Google Play Store
"The first review I gave wasn't to nice, so I deleted it and sending a new one. Daniel was a peach, I'm not an easy man to deal with, I'm sorry if I offended anyone I was really upset, I'll continue to bank with you folks and look forward to a good future and again I'M SORRY!!!",5,2025-06-06,Wells Fargo,Google Play Store
Easy to use.,5,2025-06-06,Wells Fargo,Google Play Store
I think this feature is so cool and relevant & convenient for depositing money into your account.,5,2025-06-06,Wells Fargo,Google Play Store
Wells Fargo has a lovely $325 bonus currently if you put $1000 into your bank account within the first couple months of opening your account. easy peazy thank you Wells Fargo. I think I'll eventually look into getting a home loan in the future as well from them!,5,2025-06-06,Wells Fargo,Google Play Store
Great,5,2025-06-06,Wells Fargo,Google Play Store
So easy to deposit checks with mobile deposit.,5,2025-06-06,Wells Fargo,Google Play Store
so far so good I'm happy 😊,5,2025-06-06,Wells Fargo,Google Play Store
they have probably some of the worst customer support I've ever had the displeasure of dealing with. often hung up on me mid wait or blatantly gave me wrong information that was corrected when calling back to speak to a supervisor. not worth the headache I'm currently in the process of closing my account. last year they were taking money from my account sneakily and reactivating overdraft fees after I turned them off as well. overall untrustworthy,1,2025-06-06,Wells Fargo,Google Play Store
love this 😀 ❤️,5,2025-06-06,Wells Fargo,Google Play Store
good,5,2025-06-06,Wells Fargo,Google Play Store
very good,5,2025-06-06,Wells Fargo,Google Play Store
needs biometrics. it works on my phone but not on my tablet,1,2025-06-06,Wells Fargo,Google Play Store
good app,5,2025-06-06,Wells Fargo,Google Play Store
I love the fact that I don't have to go to the bank for deposits,5,2025-06-05,Wells Fargo,Google Play Store
very convenient 👌,5,2025-06-05,Wells Fargo,Google Play Store
love wells fargo,5,2025-06-05,Wells Fargo,Google Play Store
quick mobile deposit saved me a hassle!!!!,5,2025-06-05,Wells Fargo,Google Play Store
there amazing! 😍,5,2025-06-05,Wells Fargo,Google Play Store
very easy. thank you,4,2025-06-05,Wells Fargo,Google Play Store
there's multiple things that they do not tell you infront,2,2025-06-05,Wells Fargo,Google Play Store
"very simple app, user friendly",5,2025-06-05,Wells Fargo,Google Play Store
good bank. Awesome Assistant Manager at my Wells Fargo.,4,2025-06-05,Wells Fargo,Google Play Store
wow... first try! So I'm not completely useless in the internet age. Kool,5,2025-06-05,Wells Fargo,Google Play Store
"Seems too good to be true, love it!",5,2025-06-05,Wells Fargo,Google Play Store
"I have banked with Wells Fargo for over 20 years and have always found them to be beyond helpful with any problems that have arisen. Their employees are pleasant, cordial, and extremely helpful when I've used the bank offices.",5,2025-06-05,Wells Fargo,Google Play Store
great service,5,2025-06-05,Wells Fargo,Google Play Store
know understanding,1,2025-06-05,Wells Fargo,Google Play Store
this institution is very dishonest. they will close your account without notice and when you do contact them it's all correspondence through security email and they just simply say they have the right to close your account without any reason. be very skeptical of this company. they are also not accredited by the BBB.,1,2025-06-05,Wells Fargo,Google Play Store
Works pretty gd n easy! luv it!,5,2025-06-05,Wells Fargo,Google Play Store
Wells Fargo has been my bank for many years 👍,4,2025-06-05,Wells Fargo,Google Play Store
easy and reliable,5,2025-06-05,Wells Fargo,Google Play Store
muy bueno,5,2025-06-05,Wells Fargo,Google Play Store
great app,5,2025-06-05,Wells Fargo,Google Play Store
the convenienceb is immeasurable!!,5,2025-06-05,Wells Fargo,Google Play Store
"I absolutely love that my bank (Wells Fargo) uses Zelle so I can send money to anyone, anytime, 24° a day, seven days a week! Thanks, Wells Fargo. 😊",5,2025-06-05,Wells Fargo,Google Play Store
"Their app makes things really easy, with Zelle, transferring, and mobile deposits.",5,2025-06-05,Wells Fargo,Google Play Store
easy peasy.,5,2025-06-05,Wells Fargo,Google Play Store
easy to use. different options available over web version.,5,2025-06-05,Wells Fargo,Google Play Store
very easy and quick,5,2025-06-05,Wells Fargo,Google Play Store
BEST in the WEST,5,2025-06-05,Wells Fargo,Google Play Store
I've been costumer since 2017 so far so good 👍,5,2025-06-05,Wells Fargo,Google Play Store
""""" Wells Fargo Bank """" is trash momentariles 'til """" Wells Fargo Bank """" provides free """" Wells Fargo Bank """" applications, navigations orientations ! """" Manice Guillaume Junior "" 8. 7. 1. 3. 1. 4. 1. """"",2,2025-06-05,Wells Fargo,Google Play Store
"I constantly have to change my password, you tell me you don't recognize me",3,2025-06-05,Wells Fargo,Google Play Store
it works,5,2025-06-04,Wells Fargo,Google Play Store
is my back 🔙,5,2025-06-04,Wells Fargo,Google Play Store
people are trying to use the app to send money through zelle but it is coasting money to do it it's coasting alot of money,1,2025-06-04,Wells Fargo,Google Play Store
love my wells fargo,5,2025-06-04,Wells Fargo,Google Play Store
accoumt,1,2025-06-04,Wells Fargo,Google Play Store
The app is difficult to load. I would not recommend it to others,1,2025-06-04,Wells Fargo,Google Play Store
good that they told us,5,2025-06-04,Wells Fargo,Google Play Store
Easy and fast,5,2025-06-04,Wells Fargo,Google Play Store
great app to have,5,2025-06-04,Wells Fargo,Google Play Store
Zelle is excellent and so is the team at WF !!,5,2025-06-04,Wells Fargo,Google Play Store
Too sensitive to light,4,2025-06-04,Wells Fargo,Google Play Store
really good,5,2025-06-04,Wells Fargo,Google Play Store
so far so 👍,5,2025-06-04,Wells Fargo,Google Play Store
hacked,1,2025-06-04,Wells Fargo,Google Play Store
Un poco fea la app,4,2025-06-04,Wells Fargo,Google Play Store
THIS WHAT I LOVE ABOUT MY ACCOUNT THEY SO A ISSUE WITH ME MAKING LOTS OF TRANSACTIONS OR IT MIGHT OF BEEN A HACKER BUT ETHER OR MY WELLS FARGO IS EXTRAORDINARY CUSTOMER SERVICE NOTIFIED ME ABOUT CLOSING MY ACCOUNT AND ALL THEY WANT IS ME TO GO TO THE BRANCH TO IDENTIFY WHO I WAS BECAUSE IT COULD OF BEEN A FRAUDSTER I DEFINITELY CANT SAY THAT CHIME I WAS MAKING MY TRANSITIONS WITH CHIME PAYING WHAT I HAD TO PAY MY BILLS PEOPLE I OWED OUT TO OUT OF THE BLUE THEY STRAIGHT OUT CLOSE MY ACCOUNT,5,2025-06-04,Wells Fargo,Google Play Store
WF has always been easy to work with and logical when it comes to finances.,5,2025-06-04,Wells Fargo,Google Play Store
I can't easily locate the account. it should be easy,3,2025-06-04,Wells Fargo,Google Play Store
"wells fargo is a horrible bank. There are not many other options, though.",1,2025-06-04,Wells Fargo,Google Play Store
Ive had my accounts here since 2013 AN I Never had ANY NEGATIVE ACTIONS WITH MY BANKING HERE,5,2025-06-04,Wells Fargo,Google Play Store
I just love Wells Fargo,5,2025-06-04,Wells Fargo,Google Play Store
nice,5,2025-06-04,Wells Fargo,Google Play Store
it was easy,5,2025-06-04,Wells Fargo,Google Play Store
Ok a y done,5,2025-06-04,Wells Fargo,Google Play Store
hard to use and not user friendly,1,2025-06-03,Wells Fargo,Google Play Store
Extremely Unethical Company! I've been with them for 16 years and I haven't loved any of it.,1,2025-06-03,Wells Fargo,Google Play Store
Nikki was fabulous,5,2025-06-03,Wells Fargo,Google Play Store
great,5,2025-06-03,Wells Fargo,Google Play Store
quick and easy check deposit,5,2025-06-03,Wells Fargo,Google Play Store
love this app it's super convenient.,5,2025-06-03,Wells Fargo,Google Play Store
perfect app,5,2025-06-03,Wells Fargo,Google Play Store
mobile banking not working,1,2025-06-03,Wells Fargo,Google Play Store
"This bank has been a blessing with. balance transfers at awesome rates, God send",5,2025-06-03,Wells Fargo,Google Play Store
good services,5,2025-06-03,Wells Fargo,Google Play Store
love it...,5,2025-06-03,Wells Fargo,Google Play Store
real good service and helpful and appreciated,5,2025-06-03,Wells Fargo,Google Play Store
"I have been using this app for a long time and seem to have a problem today. I am having a hard time logging in with the app. I'm able to do it directly on the website. But not the app. What could be wrong? It keeps asking me for my phone number, which I give it, and I sit and wait for a code never sent. I tried several times, and I still go through the same problem.",2,2025-06-03,Wells Fargo,Google Play Store
excellent,5,2025-06-03,Wells Fargo,Google Play Store
"I don't like Bank's apps, on my phone. hope it's safe. But this is okay this time. Have my on wifi now.",5,2025-06-03,Wells Fargo,Google Play Store
your the Best Fargo! keep up the great work....,5,2025-06-03,Wells Fargo,Google Play Store
I love Wells Fargo,5,2025-06-03,Wells Fargo,Google Play Store
quick and ready to enroll and use,5,2025-06-03,Wells Fargo,Google Play Store
good 👍,5,2025-06-03,Wells Fargo,Google Play Store
The limit is to low,3,2025-06-03,Wells Fargo,Google Play Store
easy peasy to make a mobile phone deposit.,4,2025-06-03,Wells Fargo,Google Play Store
"So far, so good.",4,2025-06-03,Wells Fargo,Google Play Store
Excelente,5,2025-06-03,Wells Fargo,Google Play Store
"auto capture on checks iffy, just use manual",5,2025-06-02,Wells Fargo,Google Play Store
user friendly,5,2025-06-02,Wells Fargo,Google Play Store
Mobile deposit quick and easy.,5,2025-06-02,Wells Fargo,Google Play Store
can't even sign up,1,2025-06-02,Wells Fargo,Google Play Store
so easy,5,2025-06-02,Wells Fargo,Google Play Store
works great,5,2025-06-02,Wells Fargo,Google Play Store
Wells Fargo has been the best bank ever!,5,2025-06-02,Wells Fargo,Google Play Store
positive great app,5,2025-06-02,Wells Fargo,Google Play Store
trustworthy and very easy to use!!,1,2025-06-02,Wells Fargo,Google Play Store
Wells Fargo has always been a great service,5,2025-06-02,Wells Fargo,Google Play Store
it's a solid app,4,2025-06-02,Wells Fargo,Google Play Store
new to Wells Fargo. I'm really liking this bank. Customer service by phone has been very helpful and the ladies in the bank are super nice. It's been an enjoyable experience so far.,5,2025-06-02,Wells Fargo,Google Play Store
Very good,5,2025-06-02,Wells Fargo,Google Play Store
"I love using the app ,mostly for mobile deposit it's very easy and convenient...",5,2025-06-02,Wells Fargo,Google Play Store
"Can't access my account if I don't have my phone. This blows. There is no other option? Correction: I was trying to access it from my tablet. When trying to recover my account info, the only options were to get a text or a phone call. The reason I was using my tablet was because I didn't have my phone on me.",1,2025-06-02,Wells Fargo,Google Play Store
awesome,5,2025-06-02,Wells Fargo,Google Play Store
the format is a bit diffrent than a few years ago.,4,2025-06-02,Wells Fargo,Google Play Store
"I'm very grateful for all the help I'm getting from Wells Fargo staff, which is very professional.",5,2025-06-01,Wells Fargo,Google Play Store
easy transactions,5,2025-06-01,Wells Fargo,Google Play Store
My first mobile deposit.,5,2025-06-01,Wells Fargo,Google Play Store
I like wells Fargo I've never had any problems with the bank or staff good people,4,2025-06-01,Wells Fargo,Google Play Store
"Great People, Great Service.",5,2025-06-01,Wells Fargo,Google Play Store
"they advertise this card as great for transfers but you can not transfer from the app.. the section that even says ""pay and transfer"" only has the option to pay. set my mother up for the same card thinking my phone was messed up but nope.. Definitely the App 1000% regret ever getting it ps ive had it for a few months they still have not fixed the issue with most recent update. card will continue to sit with no money on it until they deactivate it!",1,2025-06-01,Wells Fargo,Google Play Store
I love banking online and Wells Fargo makes it easy,5,2025-06-01,Wells Fargo,Google Play Store
easy access,5,2025-06-01,Wells Fargo,Google Play Store
I am no longer able to access my wells Fargo becouse my phone doesn't configure to the apps new design. now I cant do anything with wells Fargo from my phone. Absolutely terrible. I've been with them for over 20 years. might be time to upgrade my bank?🤔,1,2025-06-01,Wells Fargo,Google Play Store
Debra Potts love zelle.,5,2025-06-01,Wells Fargo,Google Play Store
First time I deposited a paper check the easy way from home. Just love that.,5,2025-06-01,Wells Fargo,Google Play Store
love it very easy to operate,5,2025-06-01,Wells Fargo,Google Play Store
Great!,5,2025-06-01,Wells Fargo,Google Play Store
I love this app it does everything I needed to do even though I have had problems in the past with taking a picture of a Wells Fargo check and it not accepting it. that was enough to almost make me take off several Stars but it does do everything else I need so we're good,5,2025-05-31,Wells Fargo,Google Play Store
"Was a bit frustrated that there was a security block on Zelle when opening a new account. Completely understandable, and I am grateful, but I was not informed. I'm very happy with the services now. The miscommunication was an issue at first, but I feel it will have a five-star review soon.",3,2025-05-31,Wells Fargo,Google Play Store
Great app,5,2025-05-31,Wells Fargo,Google Play Store
The app works well. No problem so far. 👍,5,2025-05-31,Wells Fargo,Google Play Store
good App,5,2025-05-31,Wells Fargo,Google Play Store
reliable,5,2025-05-31,Wells Fargo,Google Play Store
This Bank has always been excellent to me!,5,2025-05-31,Wells Fargo,Google Play Store
Wells Fargo and Wells Fargo mobile have always made banking easy for me.,5,2025-05-31,Wells Fargo,Google Play Store
Thank you,5,2025-05-31,Wells Fargo,Google Play Store
great way to spend time spending money!,5,2025-05-31,Wells Fargo,Google Play Store
always easy to us,5,2025-05-31,Wells Fargo,Google Play Store
Very user friendly,5,2025-05-31,Wells Fargo,Google Play Store
"I do NOT want notifications to pop up on my phone about statements being ready, and I can't find a way to turn them off! I get emails for those! I only want notifications of payments or negative balances like I used to get!",3,2025-05-31,Wells Fargo,Google Play Store
excellent services.,5,2025-05-31,Wells Fargo,Google Play Store
Great Bank for me.,5,2025-05-31,Wells Fargo,Google Play Store
Won't download app Won't download app.,1,2025-05-31,Wells Fargo,Google Play Store
great not perfect,4,2025-05-31,Wells Fargo,Google Play Store
muy Bien servicio Al cliente siempre esta ahi para ayudarte,5,2025-05-31,Wells Fargo,Google Play Store
My zelle transfer was quite prompt.,5,2025-05-31,Wells Fargo,Google Play Store
I have been temporarily locked out of my online banking account since Wednesday night every time I need to get a code it takes hours to get it and then it's expired,2,2025-05-31,Wells Fargo,Google Play Store
helps with this feature,5,2025-05-31,Wells Fargo,Google Play Store
Worked finally! I'm assuming of course👍,5,2025-05-31,Wells Fargo,Google Play Store
I'm having problems with my app 😒,2,2025-05-31,Wells Fargo,Google Play Store
great Bank,5,2025-05-31,Wells Fargo,Google Play Store
business done right,5,2025-05-31,Wells Fargo,Google Play Store
Great Transaction,5,2025-05-31,Wells Fargo,Google Play Store
love and appreciate service First Day assessment to my accounts,5,2025-05-31,Wells Fargo,Google Play Store
i tried to make a payment could not do it,1,2025-05-31,Wells Fargo,Google Play Store
vonderful,5,2025-05-31,Wells Fargo,Google Play Store
wells Fargo is a great bank,5,2025-05-31,Wells Fargo,Google Play Store
Good,4,2025-05-31,Wells Fargo,Google Play Store
Cannot get to go thru...please,5,2025-05-31,Wells Fargo,Google Play Store
good bank,5,2025-05-31,Wells Fargo,Google Play Store
"it's a good team, I ❤️",5,2025-05-30,Wells Fargo,Google Play Store
Easy and convenient,5,2025-05-30,Wells Fargo,Google Play Store
easy to deposit,5,2025-05-30,Wells Fargo,Google Play Store
The online app works as it should and the bankers are friendly and helpful.,5,2025-05-30,Wells Fargo,Google Play Store
easily deposit checks,5,2025-05-30,Wells Fargo,Google Play Store
"with every problem I've ever had with my account, Wells Fargo customer service has been absolutely wonderful!",5,2025-05-30,Wells Fargo,Google Play Store
convenient,5,2025-05-30,Wells Fargo,Google Play Store
yeee,5,2025-05-30,Wells Fargo,Google Play Store
Ecseptional Service,5,2025-05-30,Wells Fargo,Google Play Store
Easy to use. Quick response. Accurate.,5,2025-05-30,Wells Fargo,Google Play Store
Wells Fargo has been the Best Bank I've ever done Business with and because of that I m fixing to Deposit a great amount of money into a business account in the next few Days,5,2025-05-30,Wells Fargo,Google Play Store
OK,4,2025-05-30,Wells Fargo,Google Play Store
